user_id,group,satisfaction_score
user_001270,control,93.7
user_001271,control,70.01
user_001272,control,67.82
user_001273,control,82.83
user_001274,control,82.08
user_001275,control,82.76
user_001276,control,93.89
user_001277,control,75.11
user_001278,control,79.26
user_001279,control,65.2
user_001280,control,96.35
user_001281,control,71.63
user_001282,control,71.92
user_001283,control,71.53
user_001284,control,68.55
user_001285,control,67.71
user_001286,control,69.76
user_001287,control,61.34
user_001288,control,67.15
user_001289,control,94.49
user_001290,control,82.36
user_001291,control,84.26
user_001292,control,86.77
user_001293,control,93.34
user_001294,control,57.29
user_001295,control,62.7
user_001296,control,66.96
user_001297,control,70.3
user_001298,control,71.99
user_001299,control,70.53
user_001300,control,77.19
user_001301,control,75.35
user_001302,control,67.77
user_001303,control,53.24
user_001304,control,65.07
user_001305,control,69.51
user_001306,control,72.53
user_001307,control,63.7
user_001308,control,70.09
user_001309,control,63.69
user_001310,control,73.74
user_001311,control,64.27
user_001312,control,66.51
user_001313,control,61.91
user_001314,control,73.46
user_001315,control,66.34
user_001316,control,84.07
user_001317,control,79.06
user_001318,control,74.3
user_001319,control,67.03
user_001320,control,78.81
user_001321,control,81.91
user_001322,control,76.43
user_001323,control,91.04
user_001324,control,79.6
user_001325,control,84.14
user_001326,control,76.34
user_001327,control,81.76
user_001328,control,67.03
user_001329,control,70.42
user_001330,control,78.49
user_001331,control,78.42
user_001332,control,80.08
user_001333,control,86.0
user_001334,control,60.75
user_001335,control,65.26
user_001336,control,77.3
user_001337,control,67.76
user_001338,control,108.78
user_001339,control,80.16
user_001340,control,74.22
user_001341,control,69.85
user_001342,control,70.2
user_001343,control,75.3
user_001344,control,76.12
user_001345,control,70.43
user_001346,control,72.27
user_001347,control,88.44
user_001348,control,88.85
user_001349,control,77.52
user_001350,control,61.59
user_001351,control,80.39
user_001352,control,90.54
user_001353,control,88.7
user_001354,control,82.34
user_001355,control,89.22
user_001356,control,75.53
user_001357,control,81.28
user_001358,control,68.19
user_001359,control,77.92
user_001360,control,88.3
user_001361,control,69.11
user_001362,control,66.39
user_001363,control,75.97
user_001364,control,72.73
user_001365,control,81.49
user_001366,control,70.47
user_001367,control,92.18
user_001368,control,62.1
user_001369,control,87.54
user_001370,control,67.35
user_001371,control,57.04
user_001372,control,77.38
user_001373,control,72.45
user_001374,control,63.9
user_001375,control,58.19
user_001376,control,74.92
user_001377,control,84.76
user_001378,control,80.85
user_001379,control,75.57
user_001380,control,79.79
user_001381,control,74.73
user_001382,control,60.7
user_001383,control,60.79
user_001384,control,72.97
user_001385,control,73.39
user_001386,control,83.51
user_001387,control,82.57
user_001388,control,81.05
user_001389,control,72.2
user_001390,control,61.19
user_001391,control,79.12
user_001392,control,80.25
user_001393,control,51.11
user_001394,control,66.66
user_001395,control,68.09
user_001396,control,76.18
user_001397,control,66.97
user_001398,control,74.62
user_001399,control,72.89
user_001400,control,73.41
user_001401,control,67.84
user_001402,control,68.61
user_001403,control,64.2
user_001404,control,78.8
user_001405,control,80.71
user_001406,control,67.29
user_001407,control,90.21
user_001408,control,71.85
user_001409,control,90.3
user_001410,control,68.58
user_001411,control,54.73
user_001412,control,79.02
user_001413,control,77.49
user_001414,control,75.34
user_001415,control,68.58
user_001416,control,74.65
user_001417,control,69.89
user_001418,control,71.98
user_001419,control,83.42
user_001420,control,76.84
user_001421,control,81.1
user_001422,control,72.68
user_001423,control,71.58
user_001424,control,63.47
user_001425,control,71.3
user_001426,control,41.79
user_001427,control,69.1
user_001428,control,74.18
user_001429,control,80.64
user_001430,control,72.31
user_001431,control,78.48
user_001432,control,53.2
user_001433,control,74.43
user_001434,control,58.2
user_001435,control,62.92
user_001436,control,73.13
user_001437,control,87.76
user_001438,control,78.71
user_001439,control,75.18
user_001440,control,74.8
user_001441,control,67.86
user_001442,control,69.56
user_001443,control,79.27
user_001444,control,61.15
user_001445,control,80.93
user_001446,control,71.11
user_001447,control,83.26
user_001448,control,84.61
user_001449,control,58.27
user_001450,control,69.18
user_001451,control,66.44
user_001452,control,56.87
user_001453,control,64.67
user_001454,control,99.41
user_001455,control,81.1
user_001456,control,94.17
user_001457,control,83.29
user_001458,control,67.58
user_001459,control,71.18
user_001460,control,80.88
user_001461,control,79.38
user_001462,control,69.23
user_001463,control,59.9
user_001464,control,107.88
user_001465,control,73.59
user_001466,control,71.74
user_001467,control,76.13
user_001468,control,72.57
user_001469,control,76.23
user_001470,control,87.87
user_001471,control,73.75
user_001472,control,63.37
user_001473,control,73.38
user_001474,control,70.36
user_001475,control,89.24
user_001476,control,86.71
user_001477,control,76.08
user_001478,control,62.21
user_001479,control,62.74
user_001480,control,75.15
user_001481,control,78.36
user_001482,control,71.25
user_001483,control,70.2
user_001484,control,69.07
user_001485,control,74.77
user_001486,control,51.17
user_001487,control,63.99
user_001488,control,68.73
user_001489,control,87.08
user_001490,control,66.86
user_001491,control,76.8
user_001492,control,77.27
user_001493,control,87.98
user_001494,control,87.63
user_001495,control,74.42
user_001496,control,70.25
user_001497,control,68.36
user_001498,control,72.59
user_001499,control,70.66
user_001500,control,80.54
user_001501,control,79.2
user_001502,control,80.92
user_001503,control,87.59
user_001504,control,93.63
user_001505,control,76.25
user_001506,control,85.99
user_001507,control,71.48
user_001508,control,86.85
user_001509,control,85.62
user_001510,control,85.08
user_001511,control,75.94
user_001512,control,68.32
user_001513,control,61.05
user_001514,control,74.6
user_001515,control,90.33
user_001516,control,71.9
user_001517,control,82.85
user_001518,control,83.44
user_001519,control,72.16
user_001520,control,88.16
user_001521,control,45.91
user_001522,control,62.77
user_001523,control,65.84
user_001524,control,66.8
user_001525,control,78.36
user_001526,control,77.9
user_001527,control,78.94
user_001528,control,80.96
user_001529,control,65.5
user_001530,control,62.82
user_001531,control,78.96
user_001532,control,68.7
user_001533,control,59.3
user_001534,control,84.71
user_001535,control,88.95
user_001536,control,90.57
user_001537,control,76.87
user_001538,control,81.26
user_001539,control,88.7
user_001540,control,68.59
user_001541,control,86.11
user_001542,control,77.75
user_001543,control,84.14
user_001544,control,76.86
user_001545,control,87.96
user_001546,control,77.24
user_001547,control,60.16
user_001548,control,89.52
user_001549,control,65.52
user_001550,control,87.53
user_001551,control,74.1
user_001552,control,86.76
user_001553,control,86.35
user_001554,control,79.3
user_001555,control,80.09
user_001556,control,79.23
user_001557,control,54.86
user_001558,control,76.18
user_001559,control,63.84
user_001560,control,76.71
user_001561,control,63.57
user_001562,control,63.15
user_001563,control,91.05
user_001564,control,85.69
user_001565,control,74.96
user_001566,control,76.85
user_001567,control,72.52
user_001568,control,80.7
user_001569,control,68.24
user_001570,control,84.94
user_001571,control,72.47
user_001572,control,70.8
user_001573,control,75.22
user_001574,control,69.09
user_001575,control,78.29
user_001576,control,69.63
user_001577,control,79.69
user_001578,control,87.16
user_001579,control,67.81
user_001580,control,73.69
user_001581,control,79.61
user_001582,control,70.64
user_001583,control,79.64
user_001584,control,80.55
user_001585,control,85.83
user_001586,control,68.94
user_001587,control,65.57
user_001588,control,71.92
user_001589,control,65.32
user_001590,control,80.64
user_001591,control,63.38
user_001592,control,98.33
user_001593,control,87.96
user_001594,control,75.13
user_001595,control,83.67
user_001596,control,58.63
user_001597,control,100.23
user_001598,control,69.1
user_001599,control,73.8
user_001600,control,56.44
user_001601,control,79.86
user_001602,control,63.94
user_001603,control,76.02
user_001604,control,69.56
user_001605,control,64.22
user_001606,control,66.96
user_001607,control,77.26
user_001608,control,62.19
user_001609,control,67.51
user_001610,control,81.63
user_001611,control,101.02
user_001612,control,79.78
user_001613,control,65.83
user_001614,control,71.33
user_001615,control,75.32
user_001616,control,71.51
user_001617,control,84.03
user_001618,control,77.17
user_001619,control,84.08
user_001620,control,71.86
user_001621,control,88.26
user_001622,control,73.34
user_001623,control,65.29
user_001624,control,96.77
user_001625,control,56.75
user_001626,control,67.61
user_001627,control,68.73
user_001628,control,100.08
user_001629,control,93.07
user_001630,control,89.94
user_001631,control,71.69
user_001632,control,99.26
user_001633,control,78.68
user_001634,control,84.77
user_001635,control,76.8
user_001636,control,74.51
user_001637,control,72.48
user_001638,control,72.9
user_001639,control,81.08
user_001640,control,78.67
user_001641,control,74.69
user_001642,control,90.1
user_001643,control,45.33
user_001644,control,80.1
user_001645,control,82.18
user_001646,control,86.47
user_001647,control,74.35
user_001648,control,77.08
user_001649,control,84.86
user_001650,control,89.91
user_001651,control,71.99
user_001652,control,77.67
user_001653,control,91.79
user_001654,control,53.76
user_001655,control,68.1
user_001656,control,89.66
user_001657,control,85.93
user_001658,control,80.22
user_001659,control,70.51
user_001660,control,66.18
user_001661,control,69.09
user_001662,control,90.48
user_001663,control,68.72
user_001664,control,76.01
user_001665,control,67.46
user_001666,control,83.43
user_001667,control,69.61
user_001668,control,74.02
user_001669,control,58.17
user_001670,control,58.87
user_001671,control,75.08
user_001672,control,61.75
user_001673,control,96.05
user_001674,control,54.38
user_001675,control,67.0
user_001676,control,75.17
user_001677,control,71.35
user_001678,control,63.96
user_001679,control,65.42
user_001680,control,65.09
user_001681,control,72.13
user_001682,control,94.52
user_001683,control,75.78
user_001684,control,86.83
user_001685,control,80.07
user_001686,control,86.14
user_001687,control,47.0
user_001688,control,71.96
user_001689,control,88.07
user_001690,control,69.28
user_001691,control,92.62
user_001692,control,89.84
user_001693,control,70.31
user_001694,control,69.97
user_001695,control,64.86
user_001696,control,68.7
user_001697,control,62.67
user_001698,control,79.29
user_001699,control,60.44
user_001700,control,81.04
user_001701,control,81.28
user_001702,control,58.39
user_001703,control,90.5
user_001704,control,80.14
user_001705,control,82.5
user_001706,control,67.41
user_001707,control,81.22
user_001708,control,86.26
user_001709,control,74.01
user_001710,control,95.02
user_001711,control,75.44
user_001712,control,86.41
user_001713,control,77.93
user_001714,control,80.86
user_001715,control,58.29
user_001716,control,78.71
user_001717,control,67.65
user_001718,control,66.54
user_001719,control,92.44
user_001720,control,72.86
user_001721,control,64.97
user_001722,control,71.41
user_001723,control,62.0
user_001724,control,89.34
user_001725,control,68.04
user_001726,control,80.29
user_001727,control,88.56
user_001728,control,70.0
user_001729,control,80.32
user_001730,control,64.7
user_001731,control,99.46
user_001732,control,84.36
user_001733,control,73.07
user_001734,control,67.27
user_001735,control,73.86
